"y","z"
0.0109990535909236,-10.4587357680812
-0.00319931842092624,-10.4674102957348
0.00248829564489033,-10.4712651024551
-0.00345547523072323,-10.4993595219362
-0.000405953920646397,-10.4489099040105
-0.00289906001328554,-10.098820421723
0.00857295077856068,-10.4083105713465
-0.00317949331368149,-10.4124268479958
-0.00228396633445065,-10.5016499641434
0.00841951976381935,-10.5800255333731
-0.00144589855966051,-10.5621783004277
-0.00300184235610028,-10.4346653002649
0.00241895535878539,-10.6817117560769
-0.00224190473128416,-10.9096055810732
-0.00408416986007815,-10.7066146722242
0.000145207039079225,-10.5773579800603
-0.0132837791942826,-10.3591279550221
-0.00934876087103398,-10.1610426180036
0.00593698460126255,-10.0411772625414
0.00850159209488072,-10.0918409967724
0.00713466535687498,-9.98148103773306
-0.00290473266059671,-10.2232156039488
0.00223722210657444,-10.3148978263804
0.00237361011566559,-10.5357996519514
0.00563316493317456,-10.4713880300116
0.00159780507180519,-10.2611627343375
0.00144069260702784,-10.1127753245272
-0.00313885378607264,-10.3116617955026
0.0128043944080789,-10.2354227785143
-0.00655878144947969,-10.4084775748514
-0.00886912748172691,-10.3837277670854
0.000220127338002649,-10.4141470415986
-0.000823338474945526,-10.3636123987653
0.00160594926791545,-10.5589445332253
-0.0100886361365021,-10.7373409371936
0.00236297461691604,-10.6014235755516
-0.000717793261030341,-10.9300989078509
0.00318388649573825,-10.9752640162468
-6.67584587684166e-05,-11.0237478516121
0.0024561237305215,-11.0118166465877
-0.0034600231928393,-10.9097804201484
0.0068018210197242,-10.8150546272497
0.00648770316342835,-11.157397906311
-0.0055208889475183,-11.1666714011113
-0.00509162138115346,-11.0114475765514
0.0014890560697545,-10.740767150562
-0.00216743710992454,-10.5881281875283
0.00706138104084836,-10.562064682645
0.00238335526753117,-10.6784999287937
-0.000405812886986852,-10.7558928392193
0.00128504373165737,-10.5972222850848
0.000184047350776355,-10.5948328482276
0.000555842765214058,-10.7423447675334
0.0070947709676283,-10.8356859204125
0.00348534231014663,-10.9241318492676
-6.22663397692587e-05,-10.95058131244
-0.00169951233247937,-10.9634698209749
0.00544038145182381,-11.1831385069938
0.00217695167015453,-11.0735741536833
0.00193112248203068,-11.4883849287672
0.00585550221684275,-11.3298971764384
0.000748754728361798,-11.4435458661162
-0.00251614768570887,-11.5117377183673
0.00199293770137299,-11.5864463411274
0.00102878951014122,-11.5326917904587
0.000381299196834072,-11.459933207521
-0.00137808860329649,-11.6930210021413
0.00123207246361706,-11.8526710432018
-0.00257128633752818,-11.7316759212592
-0.00571204150162532,-11.725256423336
0.00190789025646405,-11.5481236738224
0.000331877464247027,-11.5856620652469
-0.00589667368240238,-11.2987465453744
0.00184137143959039,-11.1733276538248
0.00661882269876716,-10.8420801979097
-0.00284948434764436,-10.6895943150122
0.000723518137001595,-10.663723548161
-0.00140131319215558,-10.8079429000551
-0.00277937650420896,-10.7990768905288
-0.00178662466318403,-10.7525714915686
0.00151040238808315,-10.6570201170376
-0.00670743772915512,-10.648441805113
-0.00486574551856717,-10.4919735834229
-0.00817598190165249,-10.5013574187396
0.00692972872297645,-10.0466692132656
-0.0130151197497303,-10.1633933355114
0.000864904836840621,-9.93699009582012
0.00516370635849826,-9.98704636285159
0.00282298498529569,-9.82826555577725
-0.0028693031205789,-9.8458043957083
0.0092487051115869,-9.73855374409713
-0.00921837182118414,-9.54872626337352
0.0106792046727653,-9.65141393843805
0.00420963284348426,-9.58737727208356
-0.00354096209229198,-9.81368565294247
-0.00299038651412162,-9.70231436728121
-0.0011558535229068,-9.93818091149633
-0.00764636062925552,-10.0129743254138
0.00276640783201669,-10.1796897279602
-0.00117622493765622,-10.3458168050127
-0.00480232687659772,-10.4484682179569
-0.00226587001796277,-10.4783256612874
0.000845125762937198,-10.4885619220345
-0.00137215082338081,-10.6168868355236
0.00147031976403304,-10.7522578690567
0.0073793302333767,-10.6191551915099
0.0012057209736897,-10.9661157937887
0.00231948898752376,-11.0416824979054
0.00208076194625805,-10.8889611225939
0.000699912529045308,-10.9915322502846
-0.000870156423458243,-10.8170341968275
0.00360994318931696,-11.1992656077816
-0.000560490415799386,-11.230909148101
0.00535423232203389,-11.1504700638414
0.00788369187646607,-11.2430939202293
-3.10180412145318e-05,-11.5977736843887
0.00329751701243768,-11.6411829562318
0.00155647821081631,-11.8270933691057
-0.00441504369172731,-11.914111989533
0.00280641844760183,-11.8895164678955
0.00334811011587261,-12.179580926908
-0.00142239074437298,-12.3772593416259
0.00486072184735177,-12.3598038525828
0.00156556062178162,-12.7299528435487
0.000678712293653115,-12.4550606074061
-4.35818249113149e-05,-12.3783541418793
-0.00412356134789391,-12.4178497219875
0.0012411514360384,-12.140221069988
-0.00234963735455934,-12.1139853590346
0.00382673411758205,-12.1392607730386
0.00112068715283444,-12.2546597346746
0.000414638961332409,-11.9181589024931
0.000956941830131739,-11.4133168230809
0.00190401971118127,-11.5525438584597
0.00163409008200474,-11.3578293238815
0.00393171834420322,-11.1057910277753
-0.000218700033990711,-11.2473513277869
0.000198712460823069,-11.5503523167344
0.00173407863385122,-11.3825125210587
-0.00657335555748239,-11.2932164893667
0.0014958907413959,-11.0465359465812
-0.00487685227277309,-11.0694472128847
-0.00456499779337337,-11.1039763631311
0.00296830103095144,-11.0346998388111
-0.000803543608820565,-10.9061287595882
1.85937765502342e-05,-10.8865789231177
0.0056273981593592,-10.6545159757627
0.00515160410842927,-10.812686961419
-0.00528044534006325,-10.9747170129764
0.00273140717251589,-11.0146439149012
-0.00496964446406996,-10.8608281834998
-0.00144286952684706,-10.7158779975644
0.00500413660989633,-10.8134850744487
0.00460315655045658,-10.6355430424109
-0.000823218292881658,-10.6188195407925
0.00245517298476832,-10.6010097376381
0.000427597404991804,-10.5504965653993
0.00363582798453295,-10.8851581779213
-0.00196400047411254,-10.9955784503721
0.000617760994214838,-11.0709486791888
0.000503368655682629,-10.7503685414773
0.00069067119247417,-10.838505736317
-0.00529455495050294,-10.84002782511
